"NUTS3_Code","Region"
"DEC02|FRF33|FRF31|LU000","Merzig-Wadern|Moselle|Meurthe-et-Moselle|Luxembourg"
"DEC03","Neunkirchen"
"DEC03|LU000","Neunkirchen|Luxembourg"
"DEC04","Saarlouis"
"DEC04|FRF33|LU000","Saarlouis|Moselle|Luxembourg"
"DEC05","Saarpfalz-Kreis"
"DEC05|BE242|FRF33|FRF31|LU000","Saarpfalz-Kreis|Arrondissement of Leuven|Moselle|Meurthe-et-Moselle|Luxembourg"
"DEC05|DEB14|BE335|BE336|BE344|BE343|FRF33|FRF34|FRF31|LU000","Saarpfalz-Kreis|Bad Kreuznach|Arrondissement of Verviers|Arrondissement of Neufchâteau|Arrondissement of Marche-en-Famenne|Moselle|Vosges|Meurthe-et-Moselle|Luxembourg"
"DEC06","St. Wendel"
"DED21","Dresden"
"DED21|AT221|HR050|PL911|HU322|CZ010|AT130|CZ031","Dresden|Graz-Umgebung District|Grad Zagreb|Miasto Warszawa|Jász-Nagykun-Szolnok|Prague|Vienna|South Bohemian Region"
"DED21|HU110|HU221|CZ042|CZ064|SK010|DE803","Dresden|Budapest|Győr-Moson-Sopron|Ústí nad Labem Region|South Moravian Region|Bratislava Region|Rostock"
"DED21|IT312|ITD20|ITH20|SI041|HR033|PL613|PL634|CZ010|AT130|SK023","Dresden|Trentino|Osrednjeslovenska|Zadarska županija|Bydgosko-toruński|Gdański|Prague|Vienna|Nitra Region"
"DED21|PL515","Dresden|Jeleniogórski"
"DED2C","Bautzen District"
"DED2C|DED21|PL515","Bautzen District|Dresden|Jeleniogórski"
"DED2C|PL515","Bautzen District|Jeleniogórski"
"DED2C|SI041|DE222|AT312|HU211|HU333|ITH42|CZ031|SK010","Bautzen District|Osrednjeslovenska|Passau|Linz-Wels|Fejér|Csongrád|Province of Udine|South Bohemian Region|Bratislava Region"
"DED2D","Görlitz"
"DED2D|DED2C|PL515","Görlitz|Bautzen District|Jeleniogórski"
"DED2D|PL432","Görlitz|Zielonogórski"
"DED2D|PL432|PL431","Görlitz|Zielonogórski|Gorzowski"
"DED2D|PL432|PL515","Görlitz|Zielonogórski|Jeleniogórski"
"DED2D|PL515","Görlitz|Jeleniogórski"
"DED2D|PL911","Görlitz|Miasto Warszawa"
"DED2E","Meissen District"
"DED2F","Sächsische Schweiz-Osterzgebirge"
"DED41","Chemnitz"
"DED42","Erzgebirgskreis"
"DED43","Mittelsachsen"
"DED44","Vogtlandkreis"
"DED45","Zwickau"
"DED51","Leipzig"
"DED51|ES243|ITC33|SI031|PL913|CZ051","Leipzig|Zaragoza Province|Province of Genoa|Pomurska|Warszawski zachodni|Liberec Region"
"DED51|ITC4C|ITC46|SI032|HU110|PL633|AT130|CZ032","Leipzig|Metropolitan City of Milan|Province of Bergamo|Podravska|Budapest|Trójmiejski|Vienna|Plzeň Region"
"DED51|ITH44|ITH35|SI041|SI032|HU231|HR050|HU333|PL823|HU321|DE254","Leipzig|Province of Trieste|Province of Venice|Osrednjeslovenska|Podravska|Baranya|Grad Zagreb|Csongrád|Rzeszowski|Hajdú-Bihar|Nuremberg"
"DED51|ITH54|SI031|HU110|AT130|CZ042|CZ064|SK032","Leipzig|Province of Modena|Pomurska|Budapest|Vienna|Ústí nad Labem Region|South Moravian Region|Banská Bystrica Region"
"DED51|ITH55|ITH35|AT112|HU231|HR036|PL516|PL814|CZ010","Leipzig|Province of Bologna|Province of Venice|Nordburgenland|Baranya|Istarska županija|Legnicko-głogowski|Lubelski|Prague"
"DED51|PL514","Leipzig|Wrocław"
"DED51|PL514|DED21|IT312|ITD20|ITH20|SI041|AT112|HU221|HR031","Leipzig|Wrocław|Dresden|Trentino|Osrednjeslovenska|Nordburgenland|Győr-Moson-Sopron|Primorsko-goranska županija"
"DED51|SI042|ITH36|DED45|AT221|AT223|HR028|PL524|CZ041","Leipzig|Gorenjska|Province of Padua|Zwickau|Graz-Umgebung District|Östliche Obersteiermark|Sisačko-moslavačka županija|Opolski|Karlovy Vary Region"
"DED51|SI043|ITF51|ES618|ES615|PL613|BE100","Leipzig|Goriška|Province of Potenza|Seville Province|Huelva Province|Bydgosko-toruński|Arrondissement of Brussels-Capital"
"DED51|SI043|ITH34|ITH35|SI035|AT221|AT224|HU222|PL823|DE600|CZ031|SK010","Leipzig|Goriška|Province of Treviso|Province of Venice|Zasavska|Graz-Umgebung District|Oststeiermark|Vas|Rzeszowski|Hamburg|South Bohemian Region|Bratislava Region"
"DED51|SI044|ITH34|ITH32|DED43|SI041|HU231|HR031","Leipzig|Obalno-kraška|Province of Treviso|Province of Vicenza|Mittelsachsen|Osrednjeslovenska|Baranya|Primorsko-goranska županija"
"DED51|UKK41|ES611|EL522|NL333|PL613|DE404|DE423","Leipzig|Plymouth|Almería Province|Θεσσαλονίκη|Delft en Westland|Bydgosko-toruński|Potsdam"
"DED52","Landkreis Leipzig"
"DED53","Nordsachsen"
"DEE01","Dessau-Roßlau"
"DEE02|DEE21","Halle"
"DEE03|DEE31","Magdeburg"
"DEE04|DEE3B","Altmarkkreis Salzwedel"
"DEE05","Anhalt-Bitterfeld"
"DEE06|DEE35","Jerichower Land"
"DEE07","Börde"
"DEE08","Burgenlandkreis"
"DEE09","Harz District"
"DEE0A","Mansfeld-Südharz"
"DEE0B","Saalekreis"
"DEE0C","Salzlandkreis"
"DEE0D|DEE37","Stendal District"
"DEE0E|DEE16","Wittenberg"
"DEF01","Flensburg"
"DEF02","Kiel"
"DEF03","Lübeck"
"DEF03|DEF08|DEF0A|DK022","Lübeck|Ostholstein|Plön District|Vest- og Sydsjælland"
"DEF03|DEF08|DK022","Lübeck|Ostholstein|Vest- og Sydsjælland"
"DEF03|DK022|DK011|DEF02","Lübeck|Vest- og Sydsjælland|Byen København|Kiel"
"DEF04","Neumünster"
"DEF05","Dithmarschen"
"DEF06","Herzogtum Lauenburg"
"DEF07","Nordfriesland district"
"DEF08","Ostholstein"
"DEF08|DK022","Ostholstein|Vest- og Sydsjælland"
"DEF09","Pinneberg"
"DEF0A","Plön District"
"DEF0A|DK022","Plön District|Vest- og Sydsjælland"
"DEF0B","Rendsburg-Eckernförde"
"DEF0C","Schleswig-Flensburg"
"DEF0C|DEF01|DK050|DK022|DK041","Schleswig-Flensburg|Flensburg|Nordjylland|Vest- og Sydsjælland|Vestjylland"
"DEF0D","Segeberg"
"DEF0E","Steinburg"
"DEF0F","Stormarn"
"DEG01","Erfurt"
"DEG02","Gera"
"DEG03","Jena"
"DEG04","Suhl"
"DEG05","Weimar"
"DEG06","Eichsfeld"
"DEG07","Nordhausen district"
"DEG09","Unstrut-Hainich-Kreis"
"DEG0A","Kyffhäuserkreis"
"DEG0B","Schmalkalden-Meiningen"
"DEG0C","Gotha"
"DEG0D","Landkreis Sömmerda"
"DEG0E","Landkreis Hildburghausen"
"DEG0F","Ilm-Kreis"
"DEG0G","Weimarer Land"
"DEG0H","Sonneberg"
"DEG0I","Landkreis Saalfeld-Rudolstadt"
"DEG0J","Saale-Holzland-Kreis"
"DEG0K","Saale-Orla-Kreis"
"DEG0L","Greiz"
"DEG0M","Altenburger Land"
"DEG0N","Eisenach"
"DEG0P","Wartburgkreis"
"DK014|DK011|PL424|PL633|BE100|DE803","Bornholm|Byen København|Miasto Szczecin|Trójmiejski|Arrondissement of Brussels-Capital|Rostock"
"DK021|DEF03","Østsjælland|Lübeck"
"DK021|DEF03|DEF07|DEF01|DK022","Østsjælland|Lübeck|Nordfriesland district|Flensburg|Vest- og Sydsjælland"
"DK021|DEF03|DEF08|DEF0A|DK022","Østsjælland|Lübeck|Ostholstein|Plön District|Vest- og Sydsjælland"
"DK021|DEF03|DK011|DEF02","Østsjælland|Lübeck|Byen København|Kiel"
"DK021|DEF0A|DK022|DEF02","Østsjælland|Plön District|Vest- og Sydsjælland|Kiel"
"DK021|DK022|DEF02","Østsjælland|Vest- og Sydsjælland|Kiel"
"DK021|SI034|FRK26|UKC22|DE212|AT130","Østsjælland|Savinjska|Rhône|Tyneside|Munich|Vienna"
"DK022|DEF02","Vest- og Sydsjælland|Kiel"
"DK022|LT023|PL424|DE803","Vest- og Sydsjælland|Klaipėdos apskritis|Miasto Szczecin|Rostock"
"DK031|DEF02","Funen|Kiel"
"DK031|DEF03|DEF02","Funen|Lübeck|Kiel"
"DK031|DEF03|DEF0A|DEF0C|DK022|DEF02","Funen|Lübeck|Plön District|Schleswig-Flensburg|Vest- og Sydsjælland|Kiel"
"DK031|DEF07|DK022","Funen|Nordfriesland district|Vest- og Sydsjælland"
"DK031|DEF08|DEF0B|DK022|DEF02","Funen|Ostholstein|Rendsburg-Eckernförde|Vest- og Sydsjælland|Kiel"
"DK031|DK012|DEF02","Funen|Københavns omegn|Kiel"
"DK031|DK021|DEF02","Funen|Østsjælland|Kiel"
"DK031|DK021|DEF03|DK022|DEF02","Funen|Østsjælland|Lübeck|Vest- og Sydsjælland|Kiel"
"DK032|DEF01","Southern Jutland|Flensburg"
"DK032|DEF01|DEF02","Southern Jutland|Flensburg|Kiel"
"DK032|DEF01|DK022|DEF02","Southern Jutland|Flensburg|Vest- og Sydsjælland|Kiel"
"DK032|DEF02","Southern Jutland|Kiel"
"DK032|DEF03","Southern Jutland|Lübeck"
"DK032|DEF03|DEF01","Southern Jutland|Lübeck|Flensburg"
"DK032|DEF03|DEF08|DEF07|DK022","Southern Jutland|Lübeck|Ostholstein|Nordfriesland district|Vest- og Sydsjælland"
"DK032|DEF07","Southern Jutland|Nordfriesland district"
"DK032|DEF08|DEF01|DK022","Southern Jutland|Ostholstein|Flensburg|Vest- og Sydsjælland"
"DK032|DEF08|DEF0A|DK022","Southern Jutland|Ostholstein|Plön District|Vest- og Sydsjælland"
"DK032|DEF0A|DEF0C|DK022|DEF02","Southern Jutland|Plön District|Schleswig-Flensburg|Vest- og Sydsjælland|Kiel"
"DK032|DEF0B|DEF0A|DEF07","Southern Jutland|Rendsburg-Eckernförde|Plön District|Nordfriesland district"
"DK032|DEF0B|DEF0A|DEF0C|DK022|DEF02","Southern Jutland|Rendsburg-Eckernförde|Plön District|Schleswig-Flensburg|Vest- og Sydsjælland|Kiel"
"DK032|DEF0B|DEF0C|DEF02","Southern Jutland|Rendsburg-Eckernförde|Schleswig-Flensburg|Kiel"
"DK032|DEF0C|DEF01","Southern Jutland|Schleswig-Flensburg|Flensburg"
"DK032|DEF0C|DEF07|DEF01","Southern Jutland|Schleswig-Flensburg|Nordfriesland district|Flensburg"
"DK032|DEF0C|DEF07|DEF01|DK022","Southern Jutland|Schleswig-Flensburg|Nordfriesland district|Flensburg|Vest- og Sydsjælland"
"DK032|DK021|DEF02","Southern Jutland|Østsjælland|Kiel"
"DK032|DK021|DEF03|DK011|DEF02","Southern Jutland|Østsjælland|Lübeck|Byen København|Kiel"
"DK032|DK021|DEF07|DEF01","Southern Jutland|Østsjælland|Nordfriesland district|Flensburg"
"DK032|DK021|DEF07|DEF01|DK022|DK011","Southern Jutland|Østsjælland|Nordfriesland district|Flensburg|Vest- og Sydsjælland|Byen København"
"DK032|DK031|DEF02","Southern Jutland|Funen|Kiel"
"DK032|DK031|DEF03","Southern Jutland|Funen|Lübeck"
"DK032|DK031|DEF03|DEF01|DEF02","Southern Jutland|Funen|Lübeck|Flensburg|Kiel"
"DK032|DK031|DEF03|DEF0A|DEF02","Southern Jutland|Funen|Lübeck|Plön District|Kiel"
"DK032|DK031|DEF03|DK022","Southern Jutland|Funen|Lübeck|Vest- og Sydsjælland"
"DK032|DK031|DEF03|DK022|DEF02","Southern Jutland|Funen|Lübeck|Vest- og Sydsjælland|Kiel"
"DK032|DK031|DEF03|DK022|DK011|DEF02","Southern Jutland|Funen|Lübeck|Vest- og Sydsjælland|Byen København|Kiel"
"DK032|DK031|DEF08|DEF01|DK022|DK012","Southern Jutland|Funen|Ostholstein|Flensburg|Vest- og Sydsjælland|Københavns omegn"
"DK032|DK031|DEF08|DEF0A|DK050|DK022","Southern Jutland|Funen|Ostholstein|Plön District|Nordjylland|Vest- og Sydsjælland"
"DK032|DK031|DEF0C|DEF07|DEF01|DEF02","Southern Jutland|Funen|Schleswig-Flensburg|Nordfriesland district|Flensburg|Kiel"
"DK032|DK031|DK021|DEF03|DEF01","Southern Jutland|Funen|Østsjælland|Lübeck|Flensburg"
"DK032|DK031|DK021|DEF03|DEF05|DK022|DK011|DEF02","Southern Jutland|Funen|Østsjælland|Lübeck|Dithmarschen|Vest- og Sydsjælland|Byen København|Kiel"
"DK032|DK031|DK021|DEF0B|DEF01|DEF02","Southern Jutland|Funen|Østsjælland|Rendsburg-Eckernförde|Flensburg|Kiel"
"DK042|DK032|DK031|DEF01|DK022|DEF02","East Jutland|Southern Jutland|Funen|Flensburg|Vest- og Sydsjælland|Kiel"
"DK042|DK032|DK031|DEF02","East Jutland|Southern Jutland|Funen|Kiel"
"DK042|DK032|DK031|DEF07|DEF01|DEF02","East Jutland|Southern Jutland|Funen|Nordfriesland district|Flensburg|Kiel"
"ES130|DE929|ITF22|FRI12|PL613|UKJ45|CZ042","Cantabria|Hanover region|Province of Campobasso|Gironde|Bydgosko-toruński|Mid Kent|Ústí nad Labem Region"
"ES130|IE011|IE041|SI041|PT16J|DE244|BG331|RO424","Cantabria|Border Region|Osrednjeslovenska|Beiras e Serra da Estrela|Hof|Варна|Timiş"
"ES130|SE212|ITI14|IE024|IE052|DEE03|DEE31|SI032|PT170|FRH04|PL911","Cantabria|Kronoberg county|Province of Florence|South-East Region, Ireland|Magdeburg|Podravska|Lisbon metropolitan area|Morbihan|Miasto Warszawa"
"ES220|SE212|ITH52|DE123|EE008|NL33C|FRH04|UKJ12|CZ080","Navarre|Kronoberg county|Province of Parma|Karlsruhe|Lõuna-Eesti|Groot-Rijnmond|Morbihan|Milton Keynes|Moravian-Silesian Region"
"ES230|SE313|DE731|AT112|NL113|RO411|ITI43","La Rioja|Gävleborg County|Kassel|Nordburgenland|Overig Groningen|Dolj|Province of Rome"
"ES242|DEE03|DEE31|BE211|EL513|RO113|CZ042|SK041","Teruel Province|Magdeburg|Arrondissement of Antwerp|Ροδόπη|Cluj|Ústí nad Labem Region|Prešov Region"
"ES243|DEE03|DEE31|NL113|FRM01|RO413|CZ031","Zaragoza Province|Magdeburg|Overig Groningen|Corse-du-Sud|Mehedinţi|South Bohemian Region"
"ES243|ES111|DEE03|DEE31|PL22A|CZ031|ITI43","Zaragoza Province|A Coruña Province|Magdeburg|Katowicki|South Bohemian Region|Province of Rome"
"ES300|ES220|FI1D3|DEA52|EL613|NL333|PL911","Community of Madrid|Navarre|North Karelia|Dortmund|Μαγνησία, Σποράδες|Delft en Westland|Miasto Warszawa"
"ES300|SE110|IE021|IE061|BG411|NL423|DE212|AT130|UKD72","Community of Madrid|Stockholm County|Dublin Region|София (столица)|Zuid-Limburg|Munich|Vienna|Liverpool"
"ES418|PT184|BG411|EL522|DE712","Valladolid Province|Baixo Alentejo Subregion|София (столица)|Θεσσαλονίκη|Frankfurt"
"ES431|SI034|DK050|EL531|PL711|HU323|RO411|DE404|DE423|BG344","Badajoz Province|Savinjska|Nordjylland|Γρεβενά, Κοζάνη|Miasto Łódź|Szabolcs-Szatmár-Bereg|Dolj|Potsdam|Stara Zagora Province"
"ES511|ES213|DEA52|DEA23|BG411|NL333|HR050|RO321|PL633|LU000|AT130|ITI43","Barcelona Province|Biscay|Dortmund|Cologne|София (столица)|Delft en Westland|Grad Zagreb|Bucureşti|Trójmiejski|Luxembourg|Vienna|Province of Rome"
"ES523|DE300|DE212","Valencia Province|Berlin|Munich"
"ES523|DEE02|DEE21|AT221|EL612|FRK26|CZ053|ITI43","Valencia Province|Halle|Graz-Umgebung District|Λάρισα|Rhône|Pardubice Region|Province of Rome"
"ES613|BE213|BE212|CY000|NL332|MT001|DE404|DE423","Córdoba Province|Arrondissement of Turnhout|Arrondissement of Mechelen|Cyprus|Agglomeratie's-Gravenhage|Malta|Potsdam"
"ES617|DE300|BE100|UKD72","Málaga Province|Berlin|Arrondissement of Brussels-Capital|Liverpool"
"ES618|DE11D|CY000|NL342|FRI12|RO221","Seville Province|Ostalbkreis|Cyprus|Overig Zeeland|Gironde|Brăila"
"ES618|DE232|ITF22|FRE11|LT023|RO321","Seville Province|Regensburg|Province of Campobasso|Nord|Klaipėdos apskritis|Bucureşti"
"ES620|DE731|EL303|PL814|ITI43|BE100|UKF14","Region of Murcia|Kassel|Κεντρικός Τομέας Αθηνών|Lubelski|Province of Rome|Arrondissement of Brussels-Capital|Nottingham"
"ES620|DED51|AT342|EL531|HR063|FRE23|HU233|RO121","Region of Murcia|Leipzig|Rheintal-Bodenseegebiet|Γρεβενά, Κοζάνη|Koprivničko-križevačka županija|Somme|Tolna|Alba"
"ES620|ITC11|DE929|DK050|HU110|FRD11|LT022|PL841","Region of Murcia|Province of Turin|Hanover region|Nordjylland|Budapest|Calvados|Kauno apskritis|Białostocki"
"ES620|ITC4D|DE94G|EL303|MT001|PL711|SI037|CZ053|LV006","Region of Murcia|Province of Monza and Brianza|Wesermarsch|Κεντρικός Τομέας Αθηνών|Malta|Miasto Łódź|Jugovzhodna Slovenija|Pardubice Region|Riga"
"ES620|ITH51|IE012|IE063|DEB11|EL526|HR062|HU222|LT028","Region of Murcia|Province of Piacenza|Midlands Region|Koblenz|Σέρρες|Varaždinska županija|Vas|Telšių apskritis"
"ES705|DEE01|PT170|BG331|EL431|HR036|NL329|FRL04","Gran Canaria|Dessau-Roßlau|Lisbon metropolitan area|Варна|Ηράκλειο|Istarska županija|Groot-Amsterdam|Bouches-du-Rhône"
"FI181|FI1B1|BE234|EL303|FRG01|PL415|RO113|CZ080|LV006|DE501|NL310","Uusimaa|Arrondissement of Ghent|Κεντρικός Τομέας Αθηνών|Loire-Atlantique|Miasto Poznań|Cluj|Moravian-Silesian Region|Riga|Bremen|Utrecht"
"FI181|FI1B1|DE111|ITC43|DK013|HU231|NL423|FRK24|FRK26|PL229","Uusimaa|Stuttgart|Province of Lecco|North Zealand|Baranya|Zuid-Limburg|Isère|Rhône|Gliwicki"
"FI181|FI1B1|ITG13|DED21|DE943|PT170|ES611|EL522|EL632|LV006|FR107","Uusimaa|Province of Messina|Dresden|Oldenburg|Lisbon metropolitan area|Almería Province|Θεσσαλονίκη|Αχαΐα|Riga|Val-de-Marne"
"FI181|FI1B1|ITI32|IE025|IE053|DE401|DE421|ES523|DK032|FRE11|PL424|RO424|UKN0E","Uusimaa|Province of Ancona|South-West Region, Ireland|Brandenburg an der Havel|Valencia Province|Southern Jutland|Nord|Miasto Szczecin|Timiş|Lisburn and Castlereagh"
"FI181|FI1B1|SE232|DK050|EE008|NL411|LT023|PL633|DE600|LV006|DE804","Uusimaa|Västra Götaland County|Nordjylland|Lõuna-Eesti|West-Noord-Brabant|Klaipėdos apskritis|Trójmiejski|Hamburg|Riga|Schwerin"
"FI181|FI1B1|UKH12|ES212|DEA52|NL33C","Uusimaa|Cambridgeshire|Gipuzkoa|Dortmund|Groot-Rijnmond"
"FI193|ITI14|ES709|DE721|HU222|MT001|RO122|PL613|ITI16","Central Finland|Province of Florence|Tenerife|Gießen|Vas|Malta|Braşov|Bydgosko-toruński|Province of Livorno"
"FI194|DE24B|BE234|EL531|HU233|RO124","Southern Ostrobothnia|Kulmbach|Arrondissement of Ghent|Γρεβενά, Κοζάνη|Tolna|Harghita"
"FI194|DE936|SI032|ITF22|EL434|FRL04|MT001|LT022","Southern Ostrobothnia|Osterholz|Podravska|Province of Campobasso|Χανιά|Bouches-du-Rhône|Malta|Kauno apskritis"
"FI194|IT312|ITD20|ITH20|DE252|HU110|EE008|LU000|DE600","Southern Ostrobothnia|Trentino|Erlangen|Budapest|Lõuna-Eesti|Luxembourg|Hamburg"
"FI194|ITC11|DEE03|DEE31|EL612|PL711|RO411","Southern Ostrobothnia|Province of Turin|Magdeburg|Λάρισα|Miasto Łódź|Dolj"
"FI197|IE024|IE052|ITH58|ES111|FRB06|EL303|RO321|DEF02","Pirkanmaa|South-East Region, Ireland|Province of Forlì-Cesena|A Coruña Province|Loiret|Κεντρικός Τομέας Αθηνών|Bucureşti|Kiel"
"FI197|LT011|ES421|BE251|NL113|RO214|DE501","Pirkanmaa|Vilnius County|Albacete Province|Arrondissement of Bruges|Overig Groningen|Neamţ|Bremen"
"FI197|SE110|ITC33|PT16E|PT16D|RO321|RO424|UKM75|DEG01|ITI43","Pirkanmaa|Stockholm County|Province of Genoa|Coimbra Region|Região de Aveiro|Bucureşti|Timiş|Edinburgh, City of|Erfurt|Province of Rome"
"FI1C1|DEA41|FR103|ES511|PT131|PT16B|ES709|EL526|EE008|LT025|RO421","Finland Proper|Bielefeld|Yvelines|Barcelona Province|Comunidade Intermunicipal do Oeste|Tenerife|Σέρρες|Lõuna-Eesti|Panevėžio apskritis|Arad"
"FI1C1|FI1C3|SE212|DE80J|DE929|DEA2C|LV005|EE008|EE009|EE001|LV007|LT022|PL424|PL633|DE300","Finland Proper|Päijänne Tavastia|Kronoberg county|Mecklenburgische Seenplatte District|Hanover region|Rhein-Sieg District|Latgale|Lõuna-Eesti|Kesk-Eesti|Põhja-Eesti|Pierīga|Kauno apskritis|Miasto Szczecin|Trójmiejski|Berlin"
"FI1C1|HU231|MT001|MT002|HU233|ITI16|DE600|NL310","Finland Proper|Baranya|Malta|Gozo and Comino/Għawdex u Kemmuna|Tolna|Province of Livorno|Hamburg|Utrecht"
"FI1C1|ITC34|ES120|FRG01|FRH03|UKM72|HR035|DEF02","Finland Proper|Province of La Spezia|Province of Asturias|Loire-Atlantique|Ille-et-Vilaine|Clackmannanshire and Fife|Split-Dalmatia County|Kiel"
"FI1C3|IE021|IE061|ES511|AT123|FRH03|PL841|DE804","Päijänne Tavastia|Dublin Region|Barcelona Province|Sankt Pölten|Ille-et-Vilaine|Białostocki|Schwerin"
"FI1C3|IE021|IE061|ITI14|IE013|IE042|ES413|UKC14|SI032|DE11D","Päijänne Tavastia|Dublin Region|Province of Florence|West Region, Ireland|León Province|County Durham|Podravska|Ostalbkreis"
"FI1C3|IE021|IE061|UKG33|DEB32|DEA5C|DEA1A|BE213|NL329|NL411|NL423|NL221|FRD11|LU000","Päijänne Tavastia|Dublin Region|Coventry|Kaiserslautern|Unna|Wuppertal|Arrondissement of Turnhout|Groot-Amsterdam|West-Noord-Brabant|Zuid-Limburg|Veluwe|Calvados|Luxembourg"
"FI1C4|LT011|ITH55|UKG33|DEA45|PT16I|DK050|EL613","Kymenlaakso|Vilnius County|Province of Bologna|Coventry|Lippe|Médio Tejo Subregion|Nordjylland|Μαγνησία, Σποράδες"
"FI1C5|SE313|ES243|IE011|IE041|ES242|DEE08|EL531|PL622","South Karelia|Gävleborg County|Zaragoza Province|Border Region|Teruel Province|Burgenlandkreis|Γρεβενά, Κοζάνη|Olsztyński"
"FI1D3|FI1D7|PL514|DED43|UKK43|ES418|PT170|AT223|EL303|CZ010","North Karelia|Lapland|Wrocław|Mittelsachsen|Devon|Valladolid Province|Lisbon metropolitan area|Östliche Obersteiermark|Κεντρικός Τομέας Αθηνών|Prague"
"FI1D3|ITF13|PT111|ES532|CY000|EL515|NL342|LV006|DE803","North Karelia|Province of Pescara|Alto Minho Subregion|Mallorca|Cyprus|Θάσος, Καβάλα|Overig Zeeland|Riga|Rostock"
"FI1D5|SE332|IE013|IE042|DE300|NO074","Central Ostrobothnia|Norrbotten County|West Region, Ireland|Berlin|Troms og Finnmark"
"FI1D7|ES417|ES418|SK010|DE404|DE423","Lapland|Soria Province|Valladolid Province|Bratislava Region|Potsdam"
"FR102|FR103|ES511|DE715|DEB15|BE352|BE332|LU000|FR101","Seine-et-Marne|Yvelines|Barcelona Province|Landkreis Bergstraße|Birkenfeld|Arrondissement of Namur|Arrondissement of Liège|Luxembourg|Paris"
"FR103|DE131|DE121|FRF33|FRF11|FRF12|DEB35","Yvelines|Freiburg im Breisgau|Baden-Baden|Moselle|Bas-Rhin|Haut-Rhin|Mainz"
"FR104|DEA51|BE213|FRB06|NL423|UKM82|UKM72|UKI44|LU000|FR101|FR105|UKF14|NL310","Essonne|Bochum|Arrondissement of Turnhout|Loiret|Zuid-Limburg|Glasgow City|Clackmannanshire and Fife|Lewisham and Southwark|Luxembourg|Paris|Hauts-de-Seine|Nottingham|Utrecht"
"HR022|HU231|HU222|RS221|RO413|AT130|CZ032|SK032|DE254","Virovitičko-podravska županija|Baranya|Vas|Борска област|Mehedinţi|Vienna|Plzeň Region|Banská Bystrica Region|Nuremberg"
"HR050|DE212","Grad Zagreb|Munich"
"HU110|HR050|PL22A|HU321|DE212|SK010|HR035","Budapest|Grad Zagreb|Katowicki|Hajdú-Bihar|Munich|Bratislava Region|Split-Dalmatia County"
"IE011|IE041|DEA52|DEA32|NL329|NL213|FR101","Border Region|Dortmund|Gelsenkirchen|Groot-Amsterdam|Twente|Paris"
"IE012|IE063|DEA33|BE235|BE234|NL411|NL412|NL423","Midlands Region|Münster|Arrondissement of Oudenaarde|Arrondissement of Ghent|West-Noord-Brabant|Midden-Noord-Brabant|Zuid-Limburg"
"IE013|IE042|DEC01|UKJ11|UKM64|FRD22|FRD11|UKN06|UKN0B|LU000|UKM66|BE100","West Region, Ireland|Regionalverband Saarbrücken|Berkshire|Outer Hebrides|Seine-Maritime|Calvados|Belfast|Mid Ulster|Luxembourg|Shetland Islands|Arrondissement of Brussels-Capital"
"IE013|IE042|DED21|BE343|FRF31|LU000|UKD72","West Region, Ireland|Dresden|Arrondissement of Marche-en-Famenne|Meurthe-et-Moselle|Luxembourg|Liverpool"
"IE021|IE061|CH040|DEA45|DE137|BE242|NL213|FRE22|UKM82","Dublin Region|Canton of Zürich|Lippe|Tuttlingen|Arrondissement of Leuven|Twente|Oise|Glasgow City"
"IE021|IE061|CH040|UKH14|DEA2D|DEA23|DE253|BE241|BE213|NL423|UKN06","Dublin Region|Canton of Zürich|Suffolk|Aachen cities region|Cologne|Fürth|Arrondissement of Halle-Vilvoorde|Arrondissement of Turnhout|Zuid-Limburg|Belfast"
"IE021|IE061|DEA23|BE242|BE213|NL329|FRE11|UKI44|DE300","Dublin Region|Cologne|Arrondissement of Leuven|Arrondissement of Turnhout|Groot-Amsterdam|Nord|Lewisham and Southwark|Berlin"
"IE021|IE061|DEA41|IE011|IE041|UKL24|UKK13|DE121|BE241|DE731|FRH01|NL221|FRH03|FRE22|UKL14|LU000|DEA12","Dublin Region|Bielefeld|Border Region|Powys|Gloucestershire|Baden-Baden|Arrondissement of Halle-Vilvoorde|Kassel|Côtes-d’Armor|Veluwe|Ille-et-Vilaine|Oise|South West Wales|Luxembourg|Duisburg"
"IE021|IE061|IE013|IE042|DEB21|FRB04|FRB06|NL333|UKI33|LU000|FR101","Dublin Region|West Region, Ireland|Trier|Indre-et-Loire|Loiret|Delft en Westland|Kensington & Chelsea and Hammersmith & Fulham|Luxembourg|Paris"
"IE021|IE061|IE025|IE053|DE502|FR103|UKM64|NL221|FRI15|UKM65","Dublin Region|South-West Region, Ireland|Bremerhaven|Yvelines|Outer Hebrides|Veluwe|Pyrénées-Atlantiques|Orkney Islands"
"IE021|IE061|ITF33|IE022|IE062|ES213|DK042|SI035|PT16E|DE600","Dublin Region|Province of Naples|Mid-East Region, Ireland|Biscay|East Jutland|Zasavska|Coimbra Region|Hamburg"
"IE021|IE061|ITF47|ES618|EL612|FRE11|PL814|ITI31|CZ071|DEA12","Dublin Region|Province of Bari|Seville Province|Λάρισα|Nord|Lubelski|Pesaro and Urbino Province|Olomouc Region|Duisburg"
